description,rating,director1,director2,director3,writer1,writer2,writer3,writer4,releasedate,streamdate,runtime,studio,cast1,cast2,cast3,cast4,cast5,cast6,title,year,critics_consensus,genre,tomatometer,tomatometer_review_count,audience_meter,audience_review_count,js_dump_index,avg_score,avg_score_top_critics,top_critics_review_count,avg_score_audience,audience_liked_count,audience_disliked_count,want_to_see_count,pageLink
"
                Inspired by actual events, Days of Darkness director\co-screenwriter Jake Kennedy's sophomore shocker tells the story of single mother Amelia (Marieh Delfino), who turns to stripping as a means of making ends meet and winds up the unwilling subject of a grim purification ritual. When sexy dancer Suzy takes a beating that leaves her unable to perform, she asks Amelia to cover her latest gig. Reluctantly accepting so her friend can convalesce, Amelia begins to grow uneasy when her driver (Tony Todd) taxis her to a dark and remote location. Once inside, Amelia finds herself imprisoned with a number of other unchaste women by a sadistic captor (Graham McTavish) who uses various torture methods to rid them of their impurities. Produced and co-written by Automaton Transfusion director William Clevinger, Penance also features Henry: Portrait of a Serial Killer star Michael Rooker. ~Rovi
            ","NR
                    ",Jake Kennedy,NA,NA,Jake Kennedy,William Clevinger,NA,NA,"Nov 17, 2009
                        ","Nov 17, 2009
                        ","
                            85 minutes
                        ","
                        Doppelgnger Releasing
                    ","
                Marieh Delfino
            ","
                Mariah Delfino
            ","
                Graham McTavish
            ","
                Alice Amter
            ","
                Jason Connery
            ","
                Valorie Hubbard
            ",Penance,NA,No consensus yet.,"
                        
                        Horror
                        
                    ",80,5,16,304,136281,5.67,7,3,2.13,13,67,87,https://www.rottentomatoes.com/m/penance
"
                This film is based on the popular 1960s TV ""Gothic"" serial Dark Shadows. Vampire Barnabas Collins resides in the spectre-filled Collinswood mansion. Elizabeth Collins Stoddard finds her blood supply depleted by the elusive Barnabas. When Elizabeth dies, she is soon wandering the hallways as one of the ""undead.""
            ","PG
                    ",Dan Curtis,NA,NA,J. Gordon Russell,Sam Hall,NA,NA,"Oct 28, 1970
                        ","Oct 30, 2012
                        ","
                            97 minutes
                        ","
                        MGM
                    ","
                Jonathan Frid
            ","
                Joan Bennett
            ","
                Roger Davis
            ","
                Grayson Hall
            ","
                Kathryn Leigh Scott
            ","
                Nancy Barrett
            ",House of Dark Shadows,NA,No consensus yet.,"
                        
                        Drama, 
                        
                        Horror, 
                        
                        Television, 
                        
                        Romance
                        
                    ",43,7,70,920,132084,5.61,5,1,3.84,137,58,169,https://www.rottentomatoes.com/m/house_of_dark_shadows
"
                After being dissatisfied with Mario Bava]'s original cut of {$Lisa and the Devil, producer Alfredo Leone decided to capitalize on the continued popularity of The Exorcist and inserted a handful of exorcism scenes (shot with the assistance of Bava) into the film and releasing it under the title, House of Exorcism. Innocent, voluptuous Lisa (Elke Sommer) begins her travails when she keeps on encountering a sinister fellow (Telly Savalas), carrying around a mannequin of a man she has killed. Unfortunately for her, she ends up hiding in the mansion of a psycho family where death looms overhead. All of this is intercut with an exorcism story starring Robert Alda as a priest who is trying to help a now-possessed Lisa regain her grip on reality. ~ Sandra Brennan, Rovi
            ","R
                    ",Mickey Lion,Alfredo Leone,Mario Bava,Alberto Tintini,Mario Bava,Alfredo Leone,NA,"Jan 1, 1973
                        ","May 16, 2000
                        ","
                            93 minutes
                        ","
                        Cheezy Flicks Entertainment
                    ","
                Elke Sommer
            ","
                Telly Savalas
            ","
                Sylva Koscina
            ","
                Alessio Orano
            ","
                Gabriele Tinti
            ","
                Alida Valli
            ",Lisa And The Devil (Lisa e il diavolo) (The Devil in the House of Exorcism),NA,No consensus yet.,"
                        
                        Art House & International, 
                        
                        Horror, 
                        
                        Mystery & Suspense
                        
                    ",62,13,50,1,132257,5.64,0,0,3.24,123,122,210,https://www.rottentomatoes.com/m/house_of_exorcism
"
                The tail of a dinosaur is excavated from the frozen tundra in Lapland and shipped to the Danish Aquarium in Copenhagen for safekeeping in this hilarious sci-fi mess. Someone turns off the refrigeration, alas, and the tail thaws. Regeneration sets in with alarming dispatch and soon the serpent-like monster, named ""Reptilicus"" by the learned paleontologist in charge, is devouring a paper mache Copenhagen. Written in Hollywood by Danish-American Ib Melchior (the son of Wagnerian opera star Lauritz Melchior) and produced in Denmark by Saga Films and American Sid Pink Productions, Reptilicus contains filmdom's perhaps least convincing monster and some of the worst performances imaginable from a hard-working Danish stock company. Carl Ottosen stars as the American General Grayson, angrily shouting his every line for unexplained reasons. Ottosen's wooden performance is second only to that of Bodil Miller, a former Universal starlet who appears here for no apparent reason other than to accompany Ottosen's general on a pleasant night out at the Tivoli amusement park. (A low point of the film is pop star Birthe Wilke's rendition of a ditty, ""Tivoli Nights"", to a visibly dazed audience.) The monster, meanwhile, fights his battles in what appears to be a child's model train landscape while hundreds of extras do their utmost to look sufficiently frightened. Considering that Reptilicus himself is never in the same frame as any humans, what causes the good citizens of Copenhagen to flee in such panic must be the strange sight of Carl Ottosen brandishing a bazooka while barking orders at the fashionably gowned Miller. Reptilicus was such a financial bomb that employees at the Danish production company, Saga Films, were prohibited from speaking the name for several years. ~ Hans J. Wollstein, Rovi
            ","NR (adult situations/language, violence)
                    ",Poul Bang,Sidney W. Pink,Sidney Pink,Ib Melchior,Sidney W. Pink,NA,NA,"Jan 20, 1963
                        ","Aug 28, 2001
                        ","
                            90 minutes
                        ","
                        American International Pictures
                    ","
                Asbjoern Andersen
            ","
                Marla Behrens
            ","
                Mimi Heinrich
            ","
                Bent Mejding
            ","
                Bodil Miller
            ","
                Carl Ottosen
            ",Reptilicus,NA,No consensus yet.,"
                        
                        Action & Adventure, 
                        
                        Art House & International, 
                        
                        Horror, 
                        
                        Science Fiction & Fantasy
                        
                    ",25,8,25,1,132098,3.93,0,0,2.26,46,141,94,https://www.rottentomatoes.com/m/reptilicus
"
                A grieving couple retreat to 'Eden', their isolated cabin in the woods, where they hope to repair their broken hearts and troubled marriage. But nature takes its course and things go from bad to worse.
            ","NR
                    ",Lars von Trier,NA,NA,Anders Thomas Jensen,Lars von Trier,NA,NA,"Oct 23, 2009
                        ","Mar 1, 2010
                        ","
                            104 minutes
                        ","
                        IFC Films
                    ","
                Charlotte Gainsbourg
            ","
                Willem Dafoe
            ","
                Storm Acheche Sahlstrm
            ",NA,NA,NA,"
                                Antichrist
                            ",2009,"Gruesome, explicit and highly controversial; Lars Von Triers arthouse-horror, though beautifully shot, is no easy ride.","
                        
                        Art House & International, 
                        
                        Drama, 
                        
                        Horror, 
                        
                        Mystery & Suspense
                        
                    ",53,176,55,29,141492,5.56,5.3,48,3.23,5814,4733,6920,https://www.rottentomatoes.com/m/1210830-antichrist
"
                Filmed in 1954 as Gojira, this grandaddy of all Japanese giant-reptile epics was picked up for American distribution two years later, at which time several newly filmed inserts, featuring Raymond Burr as reporter Steve Martin, were rabetted into the original footage. In both the Japanese and American versions of Godzilla, the story is basically the same: a 400-foot amphibious monster, brought back to life by underwater nuclear testing, goes on a rampage in a tinker-toy Tokyo. The authorities look on in vain as Godzilla proves more powerful than the army, navy, and air force, while paleontologiist Dr. Yemane (Takashi Shimura) rails against the destruction of a unique scientific find such as Godzilla. Finally, an enigmatic scientist (Akihiko Hirata) reluctantly steps forward to destroy the beast with his newly-discovered creation, the Oxygen Destroyer, dreading all the while that his weapon may unleash a danger even greater than Godzilla. Though Godzilla is apparently disintegrated in the climax, this didn't prevent Toho Studios from grinding out an endless series of sequels with the title character becoming less destructive and more lovable with each subsequent film. Hampered by a low budget which precluded stop-motion animation, special-effects wizard Eiji Tsuburaya was forced to rely upon an actor (Haru Nakajima) in a rubber Godzilla suit. Incidentally, the name ""Gojira"", a combination of ""gorilla"" and ""kujira"", is Japanese slang for ""big clumsy ox"" and was allegedly the nickname of one of the Toho stagehands.
            ","NR
                    ",Terrell O. Morse,Ishir Honda,Terry Morse,Al C. Ward,Ishir Honda,Takeo Murata,NA,"Apr 27, 1956
                        ","May 5, 1998
                        ","
                            78 minutes
                        ","
                        Vestron Video
                    ","
                Raymond Burr
            ","
                Takashi Shimura
            ","
                Momoko Kochi
            ","
                Akira Takarada
            ","
                Akihiko Hirata
            ","
                Fuyuki Murakami
            ","
                                Godzilla, King of the Monsters!
                            ",1956,No consensus yet.,"
                        
                        Art House & International, 
                        
                        Classics, 
                        
                        Horror, 
                        
                        Science Fiction & Fantasy
                        
                    ",83,24,73,9,133667,6.72,6.88,2,3.82,1117,418,833,https://www.rottentomatoes.com/m/godzilla_king_of_the_monsters
"
                When a family of four rent a beautiful house for their summer vacation, the price seems too good to be true. Unbeknownst to them, the lascivious owner (Archambault) has set up a series of spy cams throughout the house, documenting their most intimate moments and live-streaming them to the dark web.
            ","NR
                    ",Seth Fuller,Scott Hussion,NA,Victor Zarcoff,NA,NA,NA,"Jul 27, 2018
                        ","Jul 27, 2018
                        ","
                            90 minutes
                        ","
                        Gravitas Ventures
                    ","
                Amber Midthunder
            ","
                Tait Fletcher
            ","
                Sharon Anne Henderson
            ","
                Lora Martinez Cunningham
            ","
                Neville Archambault
            ",NA,14 Cameras,NA,No consensus yet.,"
                        
                        Horror
                        
                    ",22,9,22,112,134402,3.74,1.7,4,2.42,20,69,265,https://www.rottentomatoes.com/m/14_cameras
"
                The traditional horror anthology makes a triumphant comeback in this collection of four frightfully horrific tales from directors Monte Hellman, Ken Russell, Sean S. Cunningham, John Gaeta, and Joe Dante. When seven strangers accept a mysterious invitation to tour a Hollywood studio lot, they become trapped in a room and discover that their only hope for escape is to reveal the most terrifying tale they know.
            ","R
                    ",Joe Dante,Ken Russell,Sean S. Cunningham,Dennis Bartok,NA,NA,NA,"Jul 15, 2008
                        ","
                            104 minutes
                        ",NA,"
                        Asmik Ace Entertainment
                    ","
                Jayce Bartok
            ","
                Amelia Cooke
            ","
                Lara Harris
            ","
                Ryo Ishibashi
            ","
                Scott Lowell
            ","
                Luke MacFarlane
            ",Trapped Ashes,NA,No consensus yet.,"
                        
                        Horror
                        
                    ",33,12,14,737,131995,4.33,3.88,6,2.11,25,148,64,https://www.rottentomatoes.com/m/1197036-trapped_ashes
"
                Mark Fisher disappeared from his home in a brilliant flash of blue light almost two years ago. His friend Seth Hampton was the last to see him alive. Now a string of grisly, violent murders leads Seth to believe that Mark is back, and something evil is inside of him.(c) IFC
            ","NR
                    ",Joe Begos,NA,NA,Joe Begos,NA,NA,NA,"Feb 26, 2014
                        ","Jun 17, 2014
                        ","
                            80 minutes
                        ","
                        IFC Films
                    ","
                Josh Ethier
            ","
                Graham Skipper
            ","
                Vanessa Leigh
            ","
                Susan T. Travers
            ","
                Michael LoCicero
            ","
                Anthony Amaral III
            ",Almost Human,NA,"Almost Human lands with an impressively grisly B-movie splatter, but a fatally flawed screenplay undermines much of its impact.","
                        
                        Horror, 
                        
                        Science Fiction & Fantasy
                        
                    ",45,22,22,612,141528,5.07,6,4,2.45,50,173,230,https://www.rottentomatoes.com/m/almost_human_2012
"
                A vacationing family encounters an alien threat in this pulse-pounding thriller based on the real-life Brown Mountain Lights phenomenon in North Carolina. (C) IFC Films
            ","NR
                    ",Matty Beckerman,NA,NA,Robert Lewis,NA,NA,NA,"Apr 4, 2014
                        ","Jan 12, 2015
                        ","
                            85 minutes
                        ","
                        IFC Films
                    ","
                Katherine Sigismund
            ","
                Corey Eid
            ","
                Riley Polanski
            ","
                Jillian Clare
            ","
                Jeff Bowser
            ","
                Peter Asle Holden
            ","
                                Alien Abduction
                            ",2014,No consensus yet.,"
                        
                        Horror, 
                        
                        Mystery & Suspense, 
                        
                        Science Fiction & Fantasy
                        
                    ",28,18,22,958,135929,4.38,7.5,6,2.46,124,444,270,https://www.rottentomatoes.com/m/alien_abduction_2014
"
                When three of the biggest losers at Frederich Nietzsche High are killed in a tragic car accident and revived as flesh-eating zombies, gym class will never be the same in this outrageous horror comedy that combines the humor of John Hughes with the gore-drenched humor of Dead Alive. Philip, Konrad, and Weener are the kind of students who are likely to spend the majority of their high-school careers stuffed in lockers and handing over their lunch money. When the local goth clique botches a voodoo ceremony and Nietzsche High's three most laughable pencil necks are all killed as a result, the stage is set for one of the most bizarre encounters with the living dead in cinematic history. Philip, Konrad, and Weener are back, but these days they seem to be decomposing at an alarming rate. At a school where popularity is the key to survival, three undead dorks are about to discover that death is only the beginning of their radical social makeover. ~ Jason Buchanan, Rovi
            ","NR
                    ",Mathias Dinter,NA,NA,NA,NA,NA,NA,"Jun 3, 2005
                        ","Feb 20, 2007
                        ","
                            89 minutes
                        ","
                        Starz
                    ","
                Tino Mewes
            ","
                Collien Fernandes
            ","
                Manuel Cortez
            ","
                Thomas Schmieder
            ","
                Nadine Germann
            ","
                Sissi Perlinger
            ",Die Nacht der lebenden Loser (Night of the Living Dorks),NA,No consensus yet.,"
                        
                        Art House & International, 
                        
                        Comedy, 
                        
                        Horror
                        
                    ",33,6,65,1,132212,4.75,0,0,3.53,219,116,211,https://www.rottentomatoes.com/m/night_of_the_living_dorks
"
                Struggling photographer Leon Kauffman's obsessive pursuit of dark subject matter leads him into the path of a serial killer, Mahogany, the subway murderer who stalks late-night commuters -- ultimately butchering them in the most gruesome ways imaginable.
            ","R (for sequences of strong bloody gruesome violence, grisly images involving nudity, sexual content and language)
                    ",Ryuhei Kitamura,NA,NA,Jeff Buhler,NA,NA,NA,"Aug 14, 2008
                        ","Feb 17, 2009
                        ","
                            98 minutes
                        ","
                        Lionsgate Films
                    ","
                Bradley Cooper
            ","
                Brooke Shields
            ","
                Leslie Bibb
            ","
                Roger Bart
            ","
                Vinnie Jones
            ","
                Tony Curran
            ",The Midnight Meat Train,NA,"A creative and energetic adaptation of a Clive Barker short story, with enough scares and thrills to be a potential cult classic.","
                        
                        Drama, 
                        
                        Horror, 
                        
                        Mystery & Suspense
                        
                    ",72,32,50,143,140107,5.98,4.55,5,3.17,3364,3419,35858,https://www.rottentomatoes.com/m/10008617-midnight_meat_train
"
                A series of deaths at a high school turn out to be murder, as a young delinquent (Donovan Leitch) -- sent to a home after killing his father -- is returned to class.
            ","R
                    ",Rospo Pallenberg,NA,NA,Steve Slavkin,NA,NA,NA,"Jul 1, 1989
                        ","Jun 20, 2006
                        ","
                            91 minutes
                        ","
                        FEARnet
                    ","
                Donovan Leitch
            ","
                Jill Schoelen
            ","
                Brad Pitt
            ","
                Roddy McDowall
            ","
                Martin Mull
            ","
                Brenda Lynn Klemme
            ",Cutting Class,NA,No consensus yet.,"
                        
                        Comedy, 
                        
                        Drama, 
                        
                        Horror
                        
                    ",25,8,22,3,132520,4.62,0,0,2.51,76,275,562,https://www.rottentomatoes.com/m/1005090-cutting_class
"
                A man (Burr) travels to Africa to manage a rubber plantation, where he finds a beautiful wife. A native woman uses voodoo on him and he is transformed into a gorilla. Chaney portrays a local cop on his trail.
            ","NR
                    ",Curt Siodmak,NA,NA,Curt Siodmak,NA,NA,NA,"Oct 1, 1951
                        ","Mar 29, 2005
                        ","
                            66 minutes
                        ","
                        American Pop Classics
                    ","
                Barbara Payton
            ","
                Raymond Burr
            ","
                Creighton Chaney
            ","
                Lon Chaney Jr
            ","
                Tom Conway
            ","
                Paul Cavanagh
            ",Bride of the Gorilla,NA,No consensus yet.,"
                        
                        Classics, 
                        
                        Horror, 
                        
                        Mystery & Suspense, 
                        
                        Science Fiction & Fantasy
                        
                    ",40,5,24,223,132136,4.94,0,0,2.55,12,37,30,https://www.rottentomatoes.com/m/bride_of_the_gorilla
"
                The sleepy town of Wheelsy could be any small town in America -- somewhat quaint and gentle, peopled with friendly folks who mind their own business. But just beneath the surface charm, something unnamed and evil has arrived...and is growing. No one seems to notice as telephone poles become clogged with missing pet flyers, or when one of the town's richest citizens, Grant, begins to act strangely. But when farmers' livestock turn up horribly mutilated and a young woman goes missing, Sheriff Bill Pardy and his team, aided by Grant's wife Starla, uncover the dark force laying siege to their town...and come face-to-face with an older-than-time organism intent on absorbing and devouring all life on Earth.
            ","R (for strong brutal violence, pervasive language, some drug content and sexuality/nudity)
                    ",James Gunn (II),NA,NA,James Gunn (II),NA,NA,NA,"Mar 31, 2006
                        ","Oct 24, 2006
                        ","
                            96 minutes
                        ","
                        Universal Pictures
                    ","
                Nathan Fillion
            ","
                Elizabeth Banks
            ","
                Gregg Henry
            ","
                Michael Rooker
            ","
                Tania Saulnier
            ","
                Don Thompson
            ","
                                Slither
                            ",2006,"A slimy, B-movie homage oozing with affection for low-budget horror films, Slither is creepy and funny -- if you've got the stomach for it.","
                        
                        Comedy, 
                        
                        Horror, 
                        
                        Science Fiction & Fantasy
                        
                    ",86,140,63,102,141409,6.91,6.56,38,3.43,7018,4168,21602,https://www.rottentomatoes.com/m/slither
"
                Since these three ten-year-olds were born at the same time during a lunar eclipse, they naturally have murderous tendencies, killing and terrorizing everyone who may or may not have ticked them off. This horror feature was filmed in 1980.
            ","R
                    ",Ed Hunt,NA,NA,Ed Hunt,Barry Pearson,NA,NA,"Apr 28, 1981
                        ","Jan 23, 2003
                        ","
                            85 minutes
                        ","
                        Lange Associates
                    ","
                Susan Strasberg
            ","
                Jos Ferrer
            ","
                Lori Lethin
            ","
                Melinda Cordell
            ","
                Julie Brown
            ","
                Joe Penny
            ","
                                Bloody Birthday
                            ",1981,No consensus yet.,"
                        
                        Drama, 
                        
                        Horror
                        
                    ",60,5,35,2,132477,4.83,0,0,2.89,92,169,210,https://www.rottentomatoes.com/m/bloody_birthday
"
                A murderous shapeshifter sets out on a blood-soaked mission to make things right with the woman he loves.
            ","NR
                    ",Justin McConnell,NA,NA,Justin McConnell,NA,NA,NA,"Dec 5, 2018
                        ","Jan 1, 2019
                        ","
                            84 minutes
                        ","
                        Uncork'd Entertainment
                    ","
                Lora Burke
            ","
                Jack Foley
            ","
                Elitsa Bako
            ","
                Sam White
            ","
                Steve Kasan
            ","
                Rachel VanDuzer
            ","
                                Lifechanger
                            ",2019,No consensus yet.,"
                        
                        Art House & International, 
                        
                        Horror, 
                        
                        Mystery & Suspense
                        
                    ",86,22,63,57,134978,6.67,7.5,1,3.6,29,17,65,https://www.rottentomatoes.com/m/lifechanger
"
                Michael grew up in a college town with daydreams of being a member of the football team that he would watch doing drills -- an accomplishment that would make his military family proud. When the day comes that Michael actually enters college, however, he finds that living up to his father's expectations is not so easy; he rarely makes it off the bench and is hardly the football player he'd once dreamed of being. Then me meets Brenda, a girl that appreciates him for who he is, whether or not he's a star athlete. Now, for the first time, Michael is pondering whose dream it is that he's been chasing.
            ","R
                    ",Michael Arabian,NA,NA,Tedd Taskey,NA,NA,NA,"Sep 1, 2003
                        ","Sep 28, 2004
                        ","
                            98 minutes
                        ","
                        First Look Studios
                    ","
                Tedd Taskey
            ","
                Patrick St. Esprit
            ","
                Tiffany Fraser
            ","
                Teresa Sherrer
            ",NA,NA,King Of The Ants,NA,No consensus yet.,"
                        
                        Drama, 
                        
                        Horror, 
                        
                        Mystery & Suspense
                        
                    ",100,9,57,3,132073,7.22,0,0,3.25,197,146,451,https://www.rottentomatoes.com/m/1132084-king_of_the_ants
"
                Strange things are happening to a handful of people lost in the woods in this offbeat horror film from Israeli filmmakers Aharon Keshales and Navot Papushado. Tali (Liat Har Lev) has become trapped in a stretch of mine shaft that hasn't been used in years, and her brother Ofer (David Henry) is desperate to free her, in part for the sake of her safety and partly in fear of their parents learning their shocking secret. Tennis players Adi (Ania Bukstein) and Shir (Yael Grobglas) are en route to a match with Mike (Ran Danker) and Pini (Ofer Shechter) when a short cut goes wrong and they end up lost. Menashe (Menashe Noy) is a forest ranger who senses things are not quite right while talking his dog for a walk. And Dani (Lior Ashkenazi) and Yuval (Danny Geva) are a pair of clumsy police officers patrolling the area. Ofer flags down the tennis players for help, and before long the cops and the forest ranger show up. As this group of strangers try to deal with the immediate crisis, they soon discover a serial killer is on the loose, and deadly violence is appearing in unexpected places. Billed as the first Israeli slasher film, Kalevet (aka Rabies) received its North American premiere at the 2011 Tribeca Film Festival, where it screened as part of the Cinemania program. ~ Mark Deming, Rovi
            ","NR
                    ",Navot Papushado,Ahron Keshales,Ahron Keshales,Navot Papushado,Ahron Keshales,Ahron Keshales,NA,"Feb 28, 2012
                        ","
                            90 minutes
                        ",NA,"
                        United Channel Movies
                    ","
                Lior Ashkenazi
            ","
                Ania Bukstein
            ","
                Danny Geva
            ","
                Yael Grobglas
            ","
                Ofer Schecter
            ","
                Ran Danker
            ","
                                Rabies
                            ",2010,No consensus yet.,"
                        
                        Art House & International, 
                        
                        Drama, 
                        
                        Horror
                        
                    ",82,11,48,352,134381,6.75,0,2,3.16,96,105,104,https://www.rottentomatoes.com/m/rabies
"
                Two astronauts awaken in a hyper-sleep chamber aboard a seemingly abandoned spacecraft. It's pitch black, they are disoriented, and the only sound is a low rumble and creak from the belly of the ship. They can't remember anything. Who are they? What is their mission? With Lt. Payton staying behind to guide him via radio transmitter, Cpl. Bower ventures deep into the ship and begins to uncover a terrifying reality. Slowly the spacecraft's shocking, deadly secrets are revealed, and the astronauts find their own survival is more important than they could ever have imagined.
            ","R (for strong horror violence and language)
                    ",Christian Alvart,NA,NA,Travis Milloy,NA,NA,NA,"Sep 25, 2009
                        ","Jan 19, 2010
                        ","
                            94 minutes
                        ","
                        Overture Films
                    ","
                Dennis Quaid
            ","
                Ben Foster
            ","
                Cam Gigandet
            ","
                Antje Traue
            ","
                Cung Le
            ","
                Eddie Rouse
            ","
                                Pandorum
                            ",2009,"While it might prove somewhat satisfying for devout sci-fi fans, Pandorum's bloated, derivative plot ultimately leaves it drifting in space.","
                        
                        Action & Adventure, 
                        
                        Horror, 
                        
                        Science Fiction & Fantasy
                        
                    ",28,85,49,104,141459,4.21,4.51,21,3.16,6841,7251,36494,https://www.rottentomatoes.com/m/pandorum
"
                A suburban housewife heads out for a quick trip to the local mall, only to find herself trapped in the forest and forced to fend for herself against four murderous hooligans. Kim Basinger and Lukas Haas star in a thriller produced by Pan's Labyrinth director Guillermo del Toro and directed by Susan Montford.
            ","R (for strong violence and language)
                    ",Susan Montford,NA,NA,Susan Montford,NA,NA,NA,"Dec 12, 2008
                        ","Apr 28, 2009
                        ","
                            90 minutes
                        ","
                        Anchor Bay Entertainment
                    ","
                Kim Basinger
            ","
                Lukas Haas
            ","
                Craig Sheffer
            ","
                Jamie Starr
            ","
                Erika-Shaye Gair
            ","
                Leonard Wu
            ","
                                While She Was Out
                            ",2008,No consensus yet.,"
                        
                        Action & Adventure, 
                        
                        Horror, 
                        
                        Mystery & Suspense
                        
                    ",31,16,17,2,136773,4.59,4.33,3,2.27,120,592,283,https://www.rottentomatoes.com/m/while_she_was_out
"
                In the Fall of 1940, the entire population of Friar, NH abandoned their homes and walked up an ancient trail, never to be seen alive again. Their fates have remained a mystery for over 70 years, until a team of researchers discover the trailhead and attempt to track the path the doomedcitizens of Friar took. Yellowbrickroad is a return to the slow burn, character driven horror thrillers of the 1970s. -- (C) Official Site
            ","R (for violent content, language, some sexuality and drug material)
                    ",Jesse Holland (II) ,Andy Mitton,NA,Jesse Holland (II) ,Andy Mitton,NA,NA,"Jun 1, 2011
                        ","Aug 2, 2011
                        ","
                            99 minutes
                        ","
                        Bloody Disgusting/The Collective
                    ","
                Michael Laurino
            ","
                Cassidy Freeman
            ","
                Anessa Ramsey
            ","
                Alex Draper
            ","
                Clark Freeman
            ","
                Tara Giordano
            ",Yellowbrickroad,NA,No consensus yet.,"
                        
                        Horror, 
                        
                        Mystery & Suspense, 
                        
                        Special Interest
                        
                    ",50,18,30,1,132065,5.23,4.69,6,2.48,185,432,718,https://www.rottentomatoes.com/m/yellowbrickroad
"
                A group of friends look for the thrill of a lifetime when they enter a haunted house that supposedly brings their deepest darkest fears to life. Things get dangerous, however, when they realize that haunted house's scares may be more than make-believe.
            ","R (for horror violence/gore, and language throughout)
                    ",Scott Beck,Bryan Woods,NA,Scott Beck,Bryan Woods,NA,NA,"Sep 13, 2019
                        ","Sep 13, 2019
                        ","
                            92 minutes
                        ","
                        Momentum Pictures
                    ","
                Katie Stevens
            ","
                Will Brittain
            ","
                Lauryn Alisa McClain
            ","
                Andrew Caldwell
            ","
                Shazi Raja
            ","
                Schuyler Helford
            ",Haunt,NA,"Haunt is spooked by the spirits of its obvious influences, but still packs enough thrills and chills to satisfy horror fans up for a haunted house excursion.","
                        
                        Horror, 
                        
                        Mystery & Suspense
                        
                    ",71,42,100,8,139819,6.43,6.38,5,3.72,271,109,"482,",https://www.rottentomatoes.com/m/haunt_2019
"
                It's Halloween night. A trio of costumed misfits with very special dietary requirements invades a Mexican cantina and forces the staff to engage in a late night of gluttony. The only caveat is what's on the menu... and who will survive until morning!
            ","NR
                    ",James Roday,NA,NA,James Roday,Todd Harthan,NA,NA,"Oct 6, 2015
                        ","Oct 6, 2015
                        ","
                            95 minutes
                        ","
                        Shout! Factory
                    ","
                Lothaire Bluteau
            ","
                Michael Weston
            ","
                Jimmi Simpson
            ","
                Lily Cole
            ","
                Molly Ephraim
            ","
                Sutton Foster
            ",Gravy,NA,No consensus yet.,"
                        
                        Comedy, 
                        
                        Horror
                        
                    ",30,10,42,229,132913,4.74,5,3,2.96,41,56,79,https://www.rottentomatoes.com/m/gravy
"
                A group of unsuspecting tourists awaken a mysterious evil while on a trip through the Dutch countryside.
            ","NR
                    ",Nick Jongerius,NA,NA,Chris W. Mitchell,Suzy Quid,Nick Jongerius,NA,"Oct 28, 2016
                        ","Oct 25, 2016
                        ","
                            85 minutes
                        ","
                        Pellicola Films
                    ","
                Charlotte Beaumont
            ","
                Bart Klever
            ","
                Patrick Baladi
            ","
                Ben Batt
            ","
                Fiona Hampton
            ","
                Tanroh Ishida
            ",The Windmill (The Windmill Massacre),NA,No consensus yet.,"
                        
                        Art House & International, 
                        
                        Drama, 
                        
                        Horror
                        
                    ",58,12,23,290,137331,6.05,0,1,2.44,40,132,73,https://www.rottentomatoes.com/m/the_windmill_2016
"
                Set in present day along the iconic Northern California coastline, Us, from Monkeypaw Productions, stars Oscar (R) winner Lupita Nyong'o as Adelaide Wilson, a woman returning to her beachside childhood home with her husband, Gabe (Black Panther's Winston Duke), and their two children (Shahadi Wright Joseph, Evan Alex) for an idyllic summer getaway. Haunted by an unexplainable and unresolved trauma from her past and compounded by a string of eerie coincidences, Adelaide feels her paranoia elevate to high-alert as she grows increasingly certain that something bad is going to befall her family. After spending a tense beach day with their friends, the Tylers (Emmy winner Elisabeth Moss, Tim Heidecker, Cali Sheldon, Noelle Sheldon), Adelaide and her family return to their vacation home. When darkness falls, the Wilsons discover the silhouette of four figures holding hands as they stand in the driveway. Us pits an endearing American family against a terrifying and uncanny opponent: doppelgngers of themselves.
            ","R (for violence/terror, and language)
                    ",Jordan Peele,NA,NA,Jordan Peele,NA,NA,NA,"Mar 22, 2019
                        ","Jun 18, 2019
                        ","
                            120 minutes
                        ","
                        Universal Pictures
                    ","
                Lupita Nyong'o
            ","
                Winston Duke
            ","
                Elisabeth Moss
            ","
                Tim Heidecker
            ","
                Shahadi Wright-Joseph
            ","
                Evan Alex
            ",Us,NA,"With Jordan Peele's second inventive, ambitious horror film, we have seen how to beat the sophomore jinx, and it is Us.","
                        
                        Horror, 
                        
                        Mystery & Suspense
                        
                    ",93,515,59,12,136372,7.95,7.68,60,3.31,6211,4308,8702,https://www.rottentomatoes.com/m/us_2019
